#
# Grumm/Dinnerbone textures
#
TROPICAL_FISH|ORNATE_BUTTERFLYFISH|GRUMM: 7a07abd6a056fb0f0b22e1bec19d24c8d535e28ee1fb4d44341d36e596633dc
TROPICAL_FISH|PARROTFISH|GRUMM: ec0fe34160537e7e23b7a6df9b17cb8dd5b3a4a3e30dc3b9a326010966528ef
TROPICAL_FISH|QUEEN_ANGELFISH|GRUMM: 538fabc86aa94da7fbf11192ccb15c895e364793b1424d85966d7148e9c84660
TROPICAL_FISH|RED_CICHLID|GRUMM: b97eb19373940c096ca8feee13a8c1d3fa0f3b79049d2c0ee281071e8094e0cb
TROPICAL_FISH|RED_LIPPED_BLENNY|GRUMM: f226ee629c31570c2b67c46a4658989e104c233db786de547311779819512a55
TROPICAL_FISH|RED_SNAPPER|GRUMM: d1e35f4e098b8055c54557ba25dbc6b6964b4761fe6ea1efd8d758cdc470805f
TROPICAL_FISH|THREADFIN|GRUMM: e3763151921e65e0a9859a6727843ead9db68a74e244f00ffffafb48f09ef7e6
TROPICAL_FISH|TOMATO_CLOWNFISH|GRUMM: e569ef96a91fd1b68327079a323be9c184aecf3c608930586d5ed6811b7c5d49
TROPICAL_FISH|TRIGGERFISH|GRUMM: f4ee8fc09aea36be7357e081b64d6e6162d80bec04833b21f8ab9f2c0027b910
TROPICAL_FISH|YELLOWTAIL_PARROTFISH|GRUMM: eb8305f48c8e560ae23a34238d8b364569b26cf90882d94164aba923757d714f
TROPICAL_FISH|YELLOW_TANG|GRUMM: 7dacb317dee8e0d02b8e15e64265f66f734f64b9c9f523532f0ad738bc3037ae
TURTLE|GRUMM: ac08d83ea3004f983093676648007710159c39c24fc3e06b0bc902bdefeb4b3b
VEX|GRUMM: 138fef19ca27da54844dae8376167eb690d1ce3ee110e59d45cc1b8e5583c203
VEX|CHARGING|GRUMM: 6056dbe2a6ad2266cb6c20ba9ec4a97e788a0e4c52dfd29f9141bdce88e5d992
VEX|PRE_JAPPA|GRUMM: f257bb84988981b2244e80735ab6b0560b7c66ac04ee6b7837190a07cac35fd9
VEX|CHARGING|PRE_JAPPA|GRUMM: e238e1f210261a5ae19f35ac3ea5bdfd45157b93b260bbc627771b8337fec425
VEX|PRE_1_20|GRUMM: 3c6f84151e4c8cb112b9f4f371929669ad11beccb818233b4a14264b885bf37c
VEX|CHARGING|PRE_1_20|GRUMM: 39793f978af83fb0cfcb341b49faaa3b862c2db5b29d95418cd848723ff6767
# NOTE: Grumm Villager textures are at the end
VINDICATOR|GRUMM: e0e705108bae6f997a7b14ccef05a2a3af1a9ea87641eefbb8569581638959e8
WANDERING_TRADER|GRUMM: 746354f422843734265d51c7b0eea1a97ecf3e4960176a9ccb356846388072c9
WARDEN|GRUMM: cfca31dce4cf24e99d4cafe0d2ab53d985bb1c2a1654802e4fa89d6d7dc20e07
WITCH|GRUMM: 3e6f1601fe7dde8ee57d580474341154ab516310e30fc6ef2ad545382869c5ef
WITHER|GRUMM: fd36a1765b332f54d6a7ba66ab1cc608bed5e4516f78f2d5a4f0709d697b9519
WITHER|ARMORED|GRUMM: bf550450785fa36ea159a5e144af322875e2b00870ec49b76c33fe6328e3cbc1
WITHER|ARMORED|INVULNERABLE|GRUMM: 4c4318f82fa3cfa5ee95dc9fac24e2211649897f77f105a73d7bb333b14521a2
WITHER|INVULNERABLE|GRUMM: dbc4f8863a9904bb19a77ad026ba1e50fb0b71a7d50ddf92ff8fd4bc06ed5486
WITHER|PRE_JAPPA|GRUMM: ce83a36c28745aa100c385ae554ab48da0dd6112be7ad877dc080c86c3815c6e
WITHER|INVULNERABLE|PRE_JAPPA|GRUMM: 341b8be56c28f1892182df111c9ebf881990f7f6d107389598d218cafa945fab
WITHER|ARMORED|PRE_JAPPA|GRUMM: 7529aca2f588d7278d3891c7509e611bae5ffb26c83e68dba469a163f0746daf
WITHER|ARMORED|INVULNERABLE|PRE_JAPPA|GRUMM: 3c514a3537520de0e74b35e9bd8dfb70e969a5bcdf159f71f6c33c9244b3c078
WITHER_SKELETON|GRUMM: 228e0199dff6afdb7da70d96d630de582a5dfb7a67e7b2ccff799f7cb7b4ecc3
WITHER_SKELETON|PRE_JAPPA|GRUMM: 965240b4b5fc74ec780f18036528adfaaa3c5eac384008475f08521d0947ae45
WITHER_SKELETON|HOLLOW|GRUMM: eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHBzOi8vZWR1Y2F0aW9uLm1pbmVjcmFmdC5uZXQvd3AtY29udGVudC91cGxvYWRzL3dpdGhlcl9za2VsZXRvbl9ncnVtbV82NDB4NjQwLnBuZyJ9fX0=
#Note: Grumm Wolf textures are below
ZOGLIN|GRUMM: b81a15d11d5e405e1ef21da7b0c55e01b51c19550f80c1665e348da332bbc8be
ZOMBIE|GRUMM: a5609a39353d53ff72e52cfcc2f86ddfab5d78030d0604fb71e1088ca2ef551b
ZOMBIE|PRE_JAPPA|GRUMM: 93015536d4988d913b74b555ea049fc4c7d5746d6f9f64ac37e0a622e62eb40d
ZOMBIE_HORSE|GRUMM: c01bed251a1fe1dc3490a3f05a034584efa6588ea36761d9497569aceab21db8
# NOTE: Grumm ZombieVillager textures are at the end
ZOMBIFIED_PIGLIN|GRUMM: ec3b843a2ea942b21e5699252ff04665b5c080c1b7cc6a0b58beda98c1e3f421
#
# Grumm Cat textures
#
CAT|GRUMM: CAT|SIAMESE|GRUMM
CAT|ALL_BLACK|GRUMM: 7a23632778a75cae53d42fb073c16d3c50559da7b85ebd46e577e6cad3d3c09d
CAT|BLACK|GRUMM: c7ae49e0eb470125105cc0927b314cf8b523c4af3f5490dd397db9af1c4b2f54
CAT|BRITISH_SHORTHAIR|GRUMM: 92c7197efb590f45caeacc3977c283c6ed74928a8b263d4d7625a310b4fc668
CAT|CALICO|GRUMM: c4de68da421a735448510f2212bb90c30ee6844079013f7501006f9ac536f32
CAT|GINGER|GRUMM: 33fad5fb06f6d99000804c55dc858d06af355d508525391c98deef5ef31da6ca
CAT|JELLIE|GRUMM: cb13d45f476e50f4b01734333c19b5af72b36484c245a523cfdc9ec82050161f
CAT|PERSIAN|GRUMM: 483eb18c38fc146d577994a0167e192f31110d0647d634c0beacbe126df9e64
CAT|RAGDOLL|GRUMM: c860b9ab61cb51401a9da3c54fea85b15225e13a8ac538c0ce1d8d916a81c11d
CAT|SIAMESE|GRUMM: 22f82f613b833120b3dd02854682adb9db1ee7ebc1f5415f14ec030c0704a415
CAT|TABBY|GRUMM: ce9f45a546807e941f71c06af547b3f55b6acc64e85f175ca3c517aa99bd1821
CAT|TUXEDO|GRUMM: 46ffb249454e9b3752e2d942192f9a5b011b73347bb793bcc3e5decfefcb88d3
CAT|WHITE|GRUMM: 983d66db89dee4ff3bf4f6b7bac469a7b686b3bc6a8196ee706243ad3b68d061
#
# Grumm Wolf textures
#
WOLF|GRUMM: WOLF|PALE|GRUMM
WOLF|ANGRY|GRUMM: WOLF|PALE|ANGRY|GRUMM
WOLF|TAME|GRUMM: WOLF|PALE|TAME|GRUMM
WOLF|ASHEN|GRUMM: e2a0ae35a178c92b45879789ca2e8411c422812ae0a5b135773f72116017c919
WOLF|ASHEN|ANGRY|GRUMM: dac98c2356114820cda6f3eecd94f215fd9f42973db61452c700a815e280a045
WOLF|ASHEN|TAME|GRUMM: b1ebcb72edd37118e9d4e72be08960644329157f70c8115b5449a0bcd606d72b
WOLF|BLACK|GRUMM: 7e4da166f5ca01fd1d4bcdc5fdd6ea16419c928043637213631b8902c7f1c005
WOLF|BLACK|ANGRY|GRUMM: 4c1c14fceb52eae55c95ceb0cabe132db65efbae25bfad8f603af122f8f7e34e
WOLF|BLACK|TAME|GRUMM: 502a58f07d70760b86834db24ff658b39658e84b6cb8be1c7f6774eca984dd37
WOLF|CHESTNUT|GRUMM: 49c778a0339c68cdc04e4a82e88e1b3937945623b189fca81e1a10ae87a510d8
WOLF|CHESTNUT|ANGRY|GRUMM: 2a04afcb78f2fc227abfcb118a38930c2c67ae30a5786e9dea98434e8ef2ca79
WOLF|CHESTNUT|TAME|GRUMM: 63b2eaf5e648e21aa6a6b00813e785f13949acab4087b2f211e238f57d466859
WOLF|PALE|GRUMM: 19e8119b4cc31745bb8ee3dfaccf5ff3e09e1fcb1f890925338a14e23b6d68d8
WOLF|PALE|ANGRY|GRUMM: 418948b2a5c31afa9a62e480eab25ad91689db07a96922fd3db670bc4485cdf4
WOLF|PALE|TAME|GRUMM: edeeba7bcaa65735e08776d376043e3cd67aad87d507ac875799edf42cf5fb54
WOLF|RUSTY|GRUMM: 9b588b666e6ebde29d1976f17582cd20a3d04b88f2019082c4bab56fc4caa5e5
WOLF|RUSTY|ANGRY|GRUMM: e97283c51d12994bf9bc3586dca13c38da59d2444523be9cd2643413045d58a1
WOLF|RUSTY|TAME|GRUMM: d0be7b49a90a7550841c08f7300388d2d5c4bfeb8d1398b28350b57073b97be
WOLF|SNOWY|GRUMM: ce279f8d0ad0182a7db0e6b6647438de20d3a75b66eefbf038f6613974c1bdab
WOLF|SNOWY|ANGRY|GRUMM: 334edf4d1185595d619ef9917f49b3d64481058d1a92ecc27f9f30afa8313ac4
WOLF|SNOWY|TAME|GRUMM: dab1701dd28e3ba345fd79bb0e2da8202e26ae680373bcdd886882263c3413a8
WOLF|SPOTTED|GRUMM: 9e27da6828d1a9988adef3988d3526269da65f863774ce7d29a52f9b666ce332
WOLF|SPOTTED|ANGRY|GRUMM: c71371458b5561c049b4d5c5065561fcf8b8a44c83ea7a2459ce5a64b4c53b51
WOLF|SPOTTED|TAME|GRUMM: ae83cc3ede5389253722cd1d5bc55955f82bb0e62c058d511adff11ae08beb5c
WOLF|STRIPED|GRUMM: b466dd867c8df32af26df6afb1c35bb3afbc02f548e16a9d1d18d68c818022be
WOLF|STRIPED|ANGRY|GRUMM: 66bff09df8c79512b82bdc0d3360b4ea3ca96c88a6c04d4f694a9e5cea8c713e
WOLF|STRIPED|TAME|GRUMM: b618de06008058a69dc0556f9e908f6776506966261449c8f0da83d7b84731e9
WOLF|WOODS|GRUMM: fec9e7fc842902155c5dd824d831af2706898dccf240310bb27e3c6c74e47f9d
WOLF|WOODS|ANGRY|GRUMM: f424bbcbbd4b640e4a03bcf131da1578e67d3c127942eef9096a95519c836bec
WOLF|WOODS|TAME|GRUMM: 2c33d28dd19d841cf9812eb3c9554c56a2f9f6d4e590a1454f392f7458d22bec
#
# Grumm Villager textures
#
VILLAGER|GRUMM: 5fb87a5cd8e7adc29cf83f48fc12f48b33c360a41880c9ead594de6a530f40f8
VILLAGER|ARMORER|GRUMM: 8e36c28a15b23847d06fc4cbf4e6e6869a3023eccd5810d90a01c17eeae0e3d1
VILLAGER|BUTCHER|GRUMM: f32590ab4fe3b5d3c5c3ddb320747699799bd5bca1cd7aed68ed86eef5b00d12
VILLAGER|CARTOGRAPHER|GRUMM: 680bd91b73f98f44e879e5216cbf55c39ce4808380c416fd34b12c3ab2aa5412
VILLAGER|CLERIC|GRUMM: f8836de4ddd1eec02e1ffd34e584b1b91258f5dcf46ae84c201809af714815e6
VILLAGER|FARMER|GRUMM: aaa2cadf8d5f73df775b5fdd3061f169ea5f4d86f6c01c05a3ab837aa42100bd
VILLAGER|FISHERMAN|GRUMM: 37a64757ae3dc50430385aaecec32c288c7f522e437b6763faf9ca3eee586613
VILLAGER|FLETCHER|GRUMM: 6f53fde79b6a382971ee8f30f50550c609669f33bec6c497d5098573a79fe07
VILLAGER|LEATHERWORKER|GRUMM: VILLAGER|NONE|GRUMM
VILLAGER|LIBRARIAN|GRUMM: 272ac4ec4dd4cdad72bb7b92eb766b629fc29a8429af64b13411959bdd11782c
VILLAGER|MASON|GRUMM: VILLAGER|NONE|GRUMM
VILLAGER|NITWIT|GRUMM: VILLAGER|NONE|GRUMM
VILLAGER|NONE|GRUMM: cf048e547c4607ae16131ada7e3e5536f1698f7a697f434fa2178034dd1ea404
VILLAGER|SHEPHERD|GRUMM: 9ccf3d02b66202f2a3ebf9b8ccd7081fb3548ee569a5e63c4684040607777a9b
VILLAGER|TOOLSMITH|GRUMM: VILLAGER|NONE|GRUMM
VILLAGER|WEAPONSMITH|GRUMM: 8a762650c5f5fb299b2b4ef93d42228c8e2369ecb428c57ae7ab66b141a8316a

VILLAGER|DESERT|GRUMM: VILLAGER|NONE|DESERT|GRUMM
VILLAGER|JUNGLE|GRUMM: VILLAGER|NONE|JUNGLE|GRUMM
VILLAGER|PLAINS|GRUMM: VILLAGER|NONE|PLAINS|GRUMM
VILLAGER|SAVANNA|GRUMM: VILLAGER|NONE|SAVANNA|GRUMM
VILLAGER|SNOW|GRUMM: VILLAGER|NONE|SNOW|GRUMM
VILLAGER|SWAMP|GRUMM: VILLAGER|NONE|SWAMP|GRUMM
VILLAGER|TAIGA|GRUMM: VILLAGER|NONE|TAIGA|GRUMM

VILLAGER|ARMORER|DESERT|GRUMM: d017e4ef50541a5ab630e6621b9b8c33e013cfe0b7b82f84faab7fb96cefeada
VILLAGER|BUTCHER|DESERT|GRUMM: 7bfd065817701082ba05ed983b56b8bf0bef717d775b1d0cfc26adc923a8a098
VILLAGER|CARTOGRAPHER|DESERT|GRUMM: 4cfa10d0f4c66bd810074b480bc4a25d3ff09089583fc0408d91c48d137b887a
VILLAGER|CLERIC|DESERT|GRUMM: 585ae4d27f557014dad549be7a6d6bca99d38a7822d1fc07c38035e47dd70a9f
VILLAGER|FARMER|DESERT|GRUMM: a53aa6606f49e6d6653e40496c119466ef33272bf95dd3f700905c9df349036b
VILLAGER|FISHERMAN|DESERT|GRUMM: 736c1ec599c421f7be2878d79801fe3202c217c4c1d75abd27b8787a9b1f709c
VILLAGER|FLETCHER|DESERT|GRUMM: 37efbbd52ef64aeda1464708f39d888c4738884c007766d5c8642dcf3a4b64b7
VILLAGER|LEATHERWORKER|DESERT|GRUMM: d1dc243844abb2b86934a597fa2e297bf750bb6439a118d373ea2d6406a7bc45
VILLAGER|LIBRARIAN|DESERT|GRUMM: cdbadfc2b4accbfa9bfceb95f53f69a368e5be9106402569f00475591e441b3
VILLAGER|MASON|DESERT|GRUMM: acf61288c881b38a5bdda77439020cc5d71183a03b6c7d0fcdeba207b87ebc85
VILLAGER|NITWIT|DESERT|GRUMM: VILLAGER|NONE|DESERT|GRUMM
VILLAGER|NONE|DESERT|GRUMM: d4a0a89bedff2d60a8b8fae10184fcff001c604ca5f8c67175bfefd907149c2d
VILLAGER|SHEPHERD|DESERT|GRUMM: f9bee80aee8904713c0c9c4462e4a0c063733fe7bc5a8fd21ed31c249b075d27
VILLAGER|TOOLSMITH|DESERT|GRUMM: ee4f56ffee38ec34c72e6f2dd0672957ff8f060ddecc2e44ebd311da04d03d82
VILLAGER|WEAPONSMITH|DESERT|GRUMM: 9c4878f0bf2fc9ac5140872348128ce990798449f2fbfccb97e228d994e358e9

VILLAGER|ARMORER|JUNGLE|GRUMM: 3fd1bc578bb9eef8eca2aefa6da0cd3d2acdbb9a72b04ff0ce16e2c0434d0db0
VILLAGER|BUTCHER|JUNGLE|GRUMM: 66731d563f6c988f464dc9b22f49218b0f9e00aa64a00e627bfd62bd974fc626
VILLAGER|CARTOGRAPHER|JUNGLE|GRUMM: a03e72533ac716e7108a8458e7bcaa52b656362977061a400afd2f82b9315ef
VILLAGER|CLERIC|JUNGLE|GRUMM: 2ff3269cfb033f17764a22c1a39b8f6bf8d5bf996d686ef9fff6b84eb44a32a2
VILLAGER|FARMER|JUNGLE|GRUMM: 3d8e9a7887c8b02ddaf8fbb05b896e3bc3d833b856ea93b50c7d5ca772581334
VILLAGER|FISHERMAN|JUNGLE|GRUMM: 1484e71e1f6a5c9e9cbbdc1f53078782fa6325954989b5648757afa1acc7f682
VILLAGER|FLETCHER|JUNGLE|GRUMM: 58dac408bc93fdc803bb69e0db740917540110844c007a7195ea629cbb71e233
VILLAGER|LEATHERWORKER|JUNGLE|GRUMM: d5c794e551ad05d1db478610ba290e5fb59d4d7a12ddf92a1edebdfd8af5b37c
VILLAGER|LIBRARIAN|JUNGLE|GRUMM: 9850f04c4986e06c3aac3e5c3a04ecfe71674e44054cf5f421845e8833a8b535
VILLAGER|MASON|JUNGLE|GRUMM: 8f57febaa260a11a7011f7fbdc046a1cb6c78b71095621a8b5c3bdf6aad95d6a
VILLAGER|NITWIT|JUNGLE|GRUMM: VILLAGER|NONE|JUNGLE|GRUMM
VILLAGER|NONE|JUNGLE|GRUMM: 6f9c6af506281857c76b4250e7ad0c80a4d58eaf8aae2b52a1dd908d2cbd88e8
VILLAGER|SHEPHERD|JUNGLE|GRUMM: 835a33546ad722cb4eca2add4e1984b0eb39d5aaa3043ebf904fedd1b46885e6
VILLAGER|TOOLSMITH|JUNGLE|GRUMM: 29d0563530b39569933e5023aa899579fc31a6e05074f14ed3b1c0e2e0e8b84d
VILLAGER|WEAPONSMITH|JUNGLE|GRUMM: 875f203264c4cd80c7eb33948067e290d826d62202a1fbeb2b68774a69ed40a2

VILLAGER|ARMORER|PLAINS|GRUMM: 4334365806fae98ec8724d1f53105c3679ff9800687443dd77862827fef1deb4
VILLAGER|BUTCHER|PLAINS|GRUMM: 5efb925863ec1a9528d6cc38b2c67817f20b78f45213a5ae969fe4fffb06b161
VILLAGER|CARTOGRAPHER|PLAINS|GRUMM: 80faf33fd73fa774ad959ece611f12f1898b883d06b9d939bda726f8a5ed2fff
VILLAGER|CLERIC|PLAINS|GRUMM: 7c1abca192816fd73999b20131e082e01c5652afad6e4aec9878b46c49615066
VILLAGER|FARMER|PLAINS|GRUMM: 670efd60de5230d5a9455f85371812d044f080e49b6e62fd25f0ff5adc57a566
VILLAGER|FISHERMAN|PLAINS|GRUMM: a7576a26bceaaea608f46b58509d4ae719d1fbc8037894f7a6159b33a969e344
VILLAGER|FLETCHER|PLAINS|GRUMM: b8765525614deffff036443e6c3f72732a8154aee5310e98f5b48a433337803
VILLAGER|LEATHERWORKER|PLAINS|GRUMM: 1267c38a59c802d3a3036721ba16727c85df8c94d1f9d71df970ab473e4079e1
VILLAGER|LIBRARIAN|PLAINS|GRUMM: 56f130e4d09e641b8bc3a0f1bd4573307c1e3c773886ddfc8f0018ac6f56386a
VILLAGER|MASON|PLAINS|GRUMM: b14cb0fe1f8606c170c76f564ee12ccff63e153a346d144875ba62be0c315a59
VILLAGER|NITWIT|PLAINS|GRUMM: VILLAGER|NONE|PLAINS|GRUMM
VILLAGER|NONE|PLAINS|GRUMM: f05f71f245dc89cdf934d2138ebb27a00a510587eb4d12e4e5e0c335c28a3d16
VILLAGER|SHEPHERD|PLAINS|GRUMM: 2aaa5c36a9ef9b292f33c8f8869801329802ee9b9c22e42b89a6696cace08b43
VILLAGER|TOOLSMITH|PLAINS|GRUMM: 1cdbf0997f0821f5576f1a371f8f7ccb89e08e240ab65f5526b84ba7e6e83be4
VILLAGER|WEAPONSMITH|PLAINS|GRUMM: 6baebbcf5968a7e1670a317ff3b64a0e23b2751e186061a4b99d7560f5d57134

VILLAGER|ARMORER|SAVANNA|GRUMM: 4b97cf0fafbe7a1610533b760a5cfc34b0758664c761c6d83342f43b6b198813
VILLAGER|BUTCHER|SAVANNA|GRUMM: 5a88e9e9de274f853e49d0dafbd53604f4b935f2caaf102c1882857ac0355f78
VILLAGER|CARTOGRAPHER|SAVANNA|GRUMM: 61a3349718e142e161da15a02fdbf0cff9019f7982bb2e3b67be936a07fb91f
VILLAGER|CLERIC|SAVANNA|GRUMM: d58072a6c94d4ae91025ee6ec3475b21293c6792b9b4ef78998fca9c87a31834
VILLAGER|FARMER|SAVANNA|GRUMM: a9dfd9abb82d1f61dad367de74e24f76cfc75753f641027099a3ab68a60ca597
VILLAGER|FISHERMAN|SAVANNA|GRUMM: ff9840b510200316b8530cebdfaf293a42f66ad6ead22d18a85e0208f5b83ce
VILLAGER|FLETCHER|SAVANNA|GRUMM: 270a71874f3eb75996581aece15b2281952cbf613547926ae820f201e70635ab
VILLAGER|LEATHERWORKER|SAVANNA|GRUMM: 9ce8d6d319ff9e8ec808699ae53754cecf97d5af871537ba95df43abc5a61d93
VILLAGER|LIBRARIAN|SAVANNA|GRUMM: 1ab155e9f347e1b844015098f797859e180aac1f40a50811e65989b9ed4d0e30
VILLAGER|MASON|SAVANNA|GRUMM: f0ac7468750d5a7db705fcbe7fe8cffea2c289e7c38b257b8abbfdf9b5abd366
VILLAGER|NITWIT|SAVANNA|GRUMM: VILLAGER|NONE|SAVANNA|GRUMM
VILLAGER|NONE|SAVANNA|GRUMM: b5973433a82006469fec061c9b1cda6c014d413d933dc39da4e569c4d95ab7d0
VILLAGER|SHEPHERD|SAVANNA|GRUMM: 28732c2aff477dbf73c17fa744d4a6187f69354348bf3932415e22ec36ca90dd
VILLAGER|TOOLSMITH|SAVANNA|GRUMM: 129908d2da0426667329ec75201f5aff5f5d66092c1a81e8a0fd5b11c604b2b9
VILLAGER|WEAPONSMITH|SAVANNA|GRUMM: a71b51ea6a991ec6dfa56867bef24e84537a92eb3584823d7b76b1f747bc6dd2

VILLAGER|ARMORER|SNOW|GRUMM: 4bda14e6f79f82542da5bddcbbe7400233fe646c849c47e96d1fd61366f36192
VILLAGER|BUTCHER|SNOW|GRUMM: 88a1508e93106a0410bac5a4f7e918981656fce715c570a2c95746bdf3e9a45a
VILLAGER|CARTOGRAPHER|SNOW|GRUMM: c65b3199535f26bdf119dd76f4f657a4087704157bad2e228b09468607747f7b
VILLAGER|CLERIC|SNOW|GRUMM: ecab9d72ae5d47612e2c9629fea35b3e380ea9246c166b148ada757fe1760fd9
VILLAGER|FARMER|SNOW|GRUMM: 76f68b9997ca598e066914e2eeb21866a731c64e7d5576f97d6c13704695cb96
VILLAGER|FISHERMAN|SNOW|GRUMM: 9883eb5dfdabbb393efcb4134ecdbf3eff282022c5d1431b0af6af1f2210039f
VILLAGER|FLETCHER|SNOW|GRUMM: d52dd532e974f9c9ec67a0a46992e91b0750f35c042ef97148f3bba2915ad04e
VILLAGER|LEATHERWORKER|SNOW|GRUMM: e3c5f742fa64b2c1466ce12e8e31259cc62578afe87edcc3de4c6a9baa998750
VILLAGER|LIBRARIAN|SNOW|GRUMM: 953f8405e7bc577fe73768b98f87f59ec1309af17b8f38686418ebe4e29deb95
VILLAGER|MASON|SNOW|GRUMM: de86a260c015b1e06b30069f41fd8e18f388d33687f49b83d7d0d1ab2fae3bd
VILLAGER|NITWIT|SNOW|GRUMM: VILLAGER|NONE|SNOW|GRUMM
VILLAGER|NONE|SNOW|GRUMM: 8ff10f3b3f5c964aa3186b5606e9ad6591f314a4632fd8eba3f8d384fdaaf8af
VILLAGER|SHEPHERD|SNOW|GRUMM: a63181aa9cef08f470c25a3f9fcf4022766981c603cf30162261523c9a5713e5
VILLAGER|TOOLSMITH|SNOW|GRUMM: 54dfe7d79d2f9325fa4e2763e8bfc95dc4c1fa3161c5fbff07241231ac217079
VILLAGER|WEAPONSMITH|SNOW|GRUMM: de97ccb0e01602e8266a05156ebac748cde846ab0467f6ae2f824eedcf36ac59

VILLAGER|ARMORER|SWAMP|GRUMM: 79c08f206f987741863c6a6c8371011faaf7a69dad4dcdb4a878fd50214d7d58
VILLAGER|BUTCHER|SWAMP|GRUMM: 2644402954d212938c923a7d9c0f5334230cb4957c980686ad4a540c246fa89b
VILLAGER|CARTOGRAPHER|SWAMP|GRUMM: 13022b9712b7d8e88e0773e7a8a42d950387ac4c11b6d812d58d65c654bc47b5
VILLAGER|CLERIC|SWAMP|GRUMM: 9b2ef866f5c67289cf21309c39d64d6b46910c7d44aab0bf601a8631badf28c1
VILLAGER|FARMER|SWAMP|GRUMM: 964a52a60804a79ff5faa8ed6f7ee27573a70957cf5d15b9804291a5867e2c40
VILLAGER|FISHERMAN|SWAMP|GRUMM: 8e9c781a5a26bfff88bf45860544668ea899f700d8e7329304c00e4bce2ab72e
VILLAGER|FLETCHER|SWAMP|GRUMM: 438f2c2109f5273971d24ab59b7b563b118088387aa2291f2b2fb10673f72a8e
VILLAGER|LEATHERWORKER|SWAMP|GRUMM: 684025067af17a594da8536f9eb9d928482b8367e6e8d4036c92fbe68ff7c88d
VILLAGER|LIBRARIAN|SWAMP|GRUMM: 95770733b2c6b258482e0b15f1cb368de58bc5ae9389502c000dec221888583a
VILLAGER|MASON|SWAMP|GRUMM: 1a769c6ec8a6d9768008a529fac3655e8f3e17ffd6f65143eeafa6639f966d27
VILLAGER|NITWIT|SWAMP|GRUMM: VILLAGER|NONE|SWAMP|GRUMM
VILLAGER|NONE|SWAMP|GRUMM: abcdfcc18c92fbbf62f536383644c26bb8eb6fd22b789c73ed904a940029fa36
VILLAGER|SHEPHERD|SWAMP|GRUMM: 34db3b199405830dfeabcac634feb249ec6d0ca1bc4bf2ed16326d4a954e3a87
VILLAGER|TOOLSMITH|SWAMP|GRUMM: a4d86fc1dee0ed1e1fddba82e731f4cd208153bebb85b383f63d513bfeeddb0b
VILLAGER|WEAPONSMITH|SWAMP|GRUMM: f64b67bc2c68869108ecfc776c03d00c0babd14623e2f310183612604eab55db

VILLAGER|ARMORER|TAIGA|GRUMM: 653ccc18bc526e33804d51a674099cf45f6b8c0fed3907c2e4c5f8cacf14b405
VILLAGER|BUTCHER|TAIGA|GRUMM: 20295f3317d58755d69e673fb6672cb5f58b058992e15b1bb4a23ce5e6522ee2
VILLAGER|CARTOGRAPHER|TAIGA|GRUMM: 24d8ae54b1362f78e64a442df5f5b57184b553677b8156ec6ea59e36c378236f
VILLAGER|CLERIC|TAIGA|GRUMM: d43fb9395a17eb81e925212a0c285a591786ca637d18bbc5a6bdffd68b999baa
VILLAGER|FARMER|TAIGA|GRUMM: c5a8e1b7fb8191c232695ad5a57ebc1737329b57671b42e6a0a7c52352980ca8
VILLAGER|FISHERMAN|TAIGA|GRUMM: 751ee9298b48f6f74736642849b558e4029472de25a3b1db56d729e506def07f
VILLAGER|FLETCHER|TAIGA|GRUMM: f8fd68165c38503a1bb0dc7dcc064cc7d3e56da723fd4c808b6add121a81e9cb
VILLAGER|LEATHERWORKER|TAIGA|GRUMM: 716ba8fafca072a5ddd28c35ca3fd588da17debd59e0d0c04420e159c3d2de53
VILLAGER|LIBRARIAN|TAIGA|GRUMM: cec7b3d0780e0b6f978d006ba9f6d6c89078d3339caf9062709ec1b9baee53b5
VILLAGER|MASON|TAIGA|GRUMM: b79901329f95ba1baf6c32ac82602eb845f1e5fc080a19cd8423279ae34375b9
VILLAGER|NITWIT|TAIGA|GRUMM: VILLAGER|NONE|TAIGA|GRUMM
VILLAGER|NONE|TAIGA|GRUMM: b2031666deae6b91845929bbb6df53f9ce7b150ad025730a6094ea0db1fc22db
VILLAGER|SHEPHERD|TAIGA|GRUMM: daeb2d4ca01f7d1f2d14669bc015688c52f644bb80ca42e8c4c0fe2082b368d0
VILLAGER|TOOLSMITH|TAIGA|GRUMM: 1be8011f1c7c9a600a4d850a1f1bd208c7e7a08bf2fb1fedc2e68d428dd1cce1
VILLAGER|WEAPONSMITH|TAIGA|GRUMM: fd7971dd11a47095ee8093d7d5f494204db244f2324c7934c9b6fba424d33d48
#
# Grumm ZombieVillager textures
#
ZOMBIE_VILLAGER|GRUMM: 65740e9c33e356b63fe0e009b70867236971bd6e16ca4981bc4d211ebc3913f3
#ZOMBIE_VILLAGER|BLACKSMITH|GRUMM: 80030ffc0224c8b90170a2b2956f5adbb7528a20b3e5f9a21232eab1ce4e6a4c
#ZOMBIE_VILLAGER|BUTCHER|GRUMM: 11befca99d57a95f5964d7ee1a2e20a9c239caaa00d81338fd5bb717a7ebc5a8
#ZOMBIE_VILLAGER|FARMER|GRUMM: 118fb51132a0ce706206c4157cafd39cea49f3efc76013dc6a873803f138b5a7
#ZOMBIE_VILLAGER|HUSK|GRUMM: HUSK|GRUMM
