#
# Grumm/Dinnerbone textures
#
WITHER|INVULNERABLE|GRUMM: dbc4f8863a9904bb19a77ad026ba1e50fb0b71a7d50ddf92ff8fd4bc06ed5486
WITHER|PRE_JAPPA|GRUMM: ce83a36c28745aa100c385ae554ab48da0dd6112be7ad877dc080c86c3815c6e
WITHER|INVULNERABLE|PRE_JAPPA|GRUMM: 341b8be56c28f1892182df111c9ebf881990f7f6d107389598d218cafa945fab
WITHER|ARMORED|PRE_JAPPA|GRUMM: 7529aca2f588d7278d3891c7509e611bae5ffb26c83e68dba469a163f0746daf
WITHER|ARMORED|INVULNERABLE|PRE_JAPPA|GRUMM: 3c514a3537520de0e74b35e9bd8dfb70e969a5bcdf159f71f6c33c9244b3c078
WITHER_SKELETON|GRUMM: 228e0199dff6afdb7da70d96d630de582a5dfb7a67e7b2ccff799f7cb7b4ecc3
WITHER_SKELETON|PRE_JAPPA|GRUMM: 965240b4b5fc74ec780f18036528adfaaa3c5eac384008475f08521d0947ae45
WITHER_SKELETON|HOLLOW|GRUMM: eyJ0ZXh0dXJlcyI6eyJTS0lOIjp7InVybCI6Imh0dHBzOi8vZWR1Y2F0aW9uLm1pbmVjcmFmdC5uZXQvd3AtY29udGVudC91cGxvYWRzL3dpdGhlcl9za2VsZXRvbl9ncnVtbV82NDB4NjQwLnBuZyJ9fX0=
WOLF|GRUMM: 6c91305bb3d376e1da459b2fd9cb5fe5e2bbd65ae282adf4e9c8bbfb68a16ad
WOLF|ANGRY|GRUMM: 57a8064a642c4959ccd71dcc135262f0d7c2233fdfa68fdc2efa8c151388c43a
WOLF|BLACK_COLLARED|GRUMM: 799c23df48efb0b189364dd0b52e76e2350197f0e3256e01000f4b248b7d4fd
WOLF|BLUE_COLLARED|GRUMM: 6eedf1660ad1d0e20160754440c9876f1d27521395bc17efdbcba8d1d2e39caf
WOLF|BROWN_COLLARED|GRUMM: 57645641eadaae90b34adb89c5385d71f982a723f868853a7f091c21220ab9af
WOLF|CYAN_COLLARED|GRUMM: fa6a160f164229b79c6f55cb229c78b60eee8bd0aa3f10b883617af03aa29a0
WOLF|GRAY_COLLARED|GRUMM: 1aa38a758fab34c93b0d2014f34ab0b962fdd7786bd9b66fa0ee80609074c23b
WOLF|GREEN_COLLARED|GRUMM: 8fbfed35a96edcdb23ef9991e0a57cf12f316b518a972320fca313962a24cf5b
WOLF|LIGHT_BLUE_COLLARED|GRUMM: df58b0d55aba9cd72db34d6ff002856796c73b7faea587531d177630e9decda9
WOLF|LIGHT_GRAY_COLLARED|GRUMM: 57716bdb5159cdcb0bac130df107a65265519cbb20aafefe21dd5102e106b2db
WOLF|LIME_COLLARED|GRUMM: a957188a14f71fc97d74401068d2c91d3f26aa5758a5f939f169b3eed6e69bfb
WOLF|MAGENTA_COLLARED|GRUMM: ba47a18d57f9d28b285a6e9933cbec62c2c377549976179d604c238e0f49be4a
WOLF|ORANGE_COLLARED|GRUMM: 46e7e2fc0ee30daf6a22adde06806d201e7da6d8e05d8d942ea7b25972004858
WOLF|PINK_COLLARED|GRUMM: bb3e2608199583e46ea97acc5e7d7beae9b783f5c1467288bb035285d49948bb
WOLF|PURPLE_COLLARED|GRUMM: eaa5dc1fda4a47fdb6ca1434745fd5a21f5151896cfe6df742815692ef2d6aac
WOLF|RED_COLLARED|GRUMM: 23ac7157062a809d23fcfdf18741aa9ff5a8b322ee892ebd7e55c31b66ba70f9
WOLF|WHITE_COLLARED|GRUMM: e23a5f7062dd7aa1822d0e53f49826f6071c2fbb7f3225141217e5224623a07c
WOLF|YELLOW_COLLARED|GRUMM: 2fc8c080445ab21f14f1d7d0b90a6e806fddc322999549de68c6f0638e56558
ZOGLIN|GRUMM: b81a15d11d5e405e1ef21da7b0c55e01b51c19550f80c1665e348da332bbc8be
ZOMBIE|GRUMM: a5609a39353d53ff72e52cfcc2f86ddfab5d78030d0604fb71e1088ca2ef551b
ZOMBIE|PRE_JAPPA|GRUMM: 93015536d4988d913b74b555ea049fc4c7d5746d6f9f64ac37e0a622e62eb40d
ZOMBIE_HORSE|GRUMM: c01bed251a1fe1dc3490a3f05a034584efa6588ea36761d9497569aceab21db8
# NOTE: Grumm ZombieVillager textures are at the end
ZOMBIFIED_PIGLIN|GRUMM: ec3b843a2ea942b21e5699252ff04665b5c080c1b7cc6a0b58beda98c1e3f421
#
# Grumm Cat textures
#
CAT|GRUMM: CAT|SIAMESE|GRUMM
CAT|ALL_BLACK|GRUMM: 7a23632778a75cae53d42fb073c16d3c50559da7b85ebd46e577e6cad3d3c09d
CAT|BLACK|GRUMM: c7ae49e0eb470125105cc0927b314cf8b523c4af3f5490dd397db9af1c4b2f54
CAT|BRITISH_SHORTHAIR|GRUMM: 92c7197efb590f45caeacc3977c283c6ed74928a8b263d4d7625a310b4fc668
CAT|CALICO|GRUMM: c4de68da421a735448510f2212bb90c30ee6844079013f7501006f9ac536f32
CAT|GINGER|GRUMM: 33fad5fb06f6d99000804c55dc858d06af355d508525391c98deef5ef31da6ca
CAT|JELLIE|GRUMM: cb13d45f476e50f4b01734333c19b5af72b36484c245a523cfdc9ec82050161f
CAT|PERSIAN|GRUMM: 483eb18c38fc146d577994a0167e192f31110d0647d634c0beacbe126df9e64
CAT|RAGDOLL|GRUMM: c860b9ab61cb51401a9da3c54fea85b15225e13a8ac538c0ce1d8d916a81c11d
CAT|SIAMESE|GRUMM: 22f82f613b833120b3dd02854682adb9db1ee7ebc1f5415f14ec030c0704a415
CAT|TABBY|GRUMM: ce9f45a546807e941f71c06af547b3f55b6acc64e85f175ca3c517aa99bd1821
CAT|TUXEDO|GRUMM: 46ffb249454e9b3752e2d942192f9a5b011b73347bb793bcc3e5decfefcb88d3
CAT|WHITE|GRUMM: 983d66db89dee4ff3bf4f6b7bac469a7b686b3bc6a8196ee706243ad3b68d061

CAT|BLACK|BLACK_COLLARED|GRUMM: 973bc7a4629ca5f2b3b95e901808f427de3721122a762a0930331b093b584b1e
CAT|BLACK|BLUE_COLLARED|GRUMM: 4c19e503f94aeb387071776925124b469dd05be872ab9917fef24da56f37d8f5
CAT|BLACK|BROWN_COLLARED|GRUMM: 296918e8cb867fdcd0c39a6880d8821644e21ef22fa591c593ac30bc14c3eaee
CAT|BLACK|CYAN_COLLARED|GRUMM: babcaf1d87cc78dc5068e5a71dd0c713c4d65db58a7998a11c8911fe75053c4a
CAT|BLACK|GRAY_COLLARED|GRUMM: fa3a2a539bcd5b029d78e433b927f588f998a103aace720bceeebca0df13a978
CAT|BLACK|GREEN_COLLARED|GRUMM: e80c346d63cc9d1b47ac0ea14f44f1abe3504c98e4d02c34510b71375a1bceea
CAT|BLACK|LIGHT_BLUE_COLLARED|GRUMM: cdd2c68b7277cd449a8b6fdbefeba3ba29d5ba23a3d8a2463e0c154e3d837d4b
CAT|BLACK|LIME_COLLARED|GRUMM: a11d87826303a13f046e123dff2008e59b6397e36172c2cb2c31d7fa9eb5cf10
CAT|BLACK|MAGENTA_COLLARED|GRUMM: a6e97704d2ea1860bd33ef46c16f066b5dd9ab796b4bf06f70f8f86203df3787
CAT|BLACK|ORANGE_COLLARED|GRUMM: 51f7f81c383676c5c93f2975a6be0f6f80fcafd511a7bd0a0bc221ba7d6cf767
CAT|BLACK|PINK_COLLARED|GRUMM: c9942352196726a4e2417134795006c451bbda2803111a27ff491dc4d84c12cb
CAT|BLACK|PURPLE_COLLARED|GRUMM: ef953bd7b8ae4bbc1bcd1b284b5526674fa5d6a2e92ed75617903e6ccea99fc8
CAT|BLACK|RED_COLLARED|GRUMM: 81e5d4fa593b36c7db21cde400747ceb704b28d6969c7e05b40d704fcbf1d251
CAT|BLACK|LIGHT_GRAY_COLLARED|GRUMM: dda94082338e42e789c9837736e4bb774ccec7ad2781e101046647e2eae7fe12
CAT|BLACK|WHITE_COLLARED|GRUMM: cb2635738a3ddcef1a2d2cc08dcc50e06ca1c7bd5b65a019453e64ef3066f6dc
CAT|BLACK|YELLOW_COLLARED|GRUMM: 3acf59a767bb74e9a6f9fe319309f1ba5dbc7a5342325fca5437ff293f40cdd4

CAT|BRITISH_SHORTHAIR|BLACK_COLLARED|GRUMM: 9595bbc1f7edb6931bf222572cb97847abfa32cbdc0b7d1aa5754d3b78c479d2
CAT|BRITISH_SHORTHAIR|BLUE_COLLARED|GRUMM: e544916ed1592777a9219a3fbdc4816d9e9b5e98b6a3281e8eec88617d3fd341
CAT|BRITISH_SHORTHAIR|BROWN_COLLARED|GRUMM: 225a57a8c60d07b871dc51fa3dc3c49e7a4b3fc4bdbbed5e29ad588170faac6c
CAT|BRITISH_SHORTHAIR|CYAN_COLLARED|GRUMM: f885813cbfbd57ed95421bd5a3f65fa5058edb4f6b2fd4ea4b1dff7128da8c72
CAT|BRITISH_SHORTHAIR|GRAY_COLLARED|GRUMM: 8f5215e50720a114f0da927cbb4903a0c443328aebf0d8420643704462a9d02d
CAT|BRITISH_SHORTHAIR|GREEN_COLLARED|GRUMM: 1c808aae5a7ea84d56e4938200ad02523e84def0f3cb1d18d6c86f10d1b8ff9d
CAT|BRITISH_SHORTHAIR|LIGHT_BLUE_COLLARED|GRUMM: 1fd58ab7ca8d517f51319ab17f178f234925eabcd90a1b1d30b0c7d590313cbc
CAT|BRITISH_SHORTHAIR|LIME_COLLARED|GRUMM: cb5842cb1870fffd2aaae38dba9013f600a95758aecb8531490ffee0db0c0b64
CAT|BRITISH_SHORTHAIR|MAGENTA_COLLARED|GRUMM: a6cc14867cc40db5d70e9796d0735b0211b7f7abf9fac49d1f2b48e31a77c84a
CAT|BRITISH_SHORTHAIR|ORANGE_COLLARED|GRUMM: 12fe0217e3ee058e3702d9eab8eb37f2e5b654ca7c60b90e4880783622995e0f
CAT|BRITISH_SHORTHAIR|PINK_COLLARED|GRUMM: 3a7e152dc44ac10125df3f6cf7ee3ee848f90d0820f8463c0686bd371421ead1
CAT|BRITISH_SHORTHAIR|PURPLE_COLLARED|GRUMM: a90c6516be5c54bcf7044bf5c866f4627d843ee833f0d566ec13f3c96f740f84
CAT|BRITISH_SHORTHAIR|RED_COLLARED|GRUMM: 83ca531a0fe5e82dabd95c00df6c0868e73e90c290820dd33990e2b88ed10f6d
CAT|BRITISH_SHORTHAIR|LIGHT_GRAY_COLLARED|GRUMM: 8758ea6bb4d37d5b267012017e7eee2be45fc475efc44a22034bd7fe7c888811
CAT|BRITISH_SHORTHAIR|WHITE_COLLARED|GRUMM: c8506644edb5784620da736b6d9aba927f41935086e7fb58cea42384cc828715
CAT|BRITISH_SHORTHAIR|YELLOW_COLLARED|GRUMM: a94e70e7e1ca18a7bdadb2445425fc84e58541859098958ec32339402d2dff8e

CAT|CALICO|BLACK_COLLARED|GRUMM: 838a42b7612376de67b14fe7442348ba8d4c0b1790d42562570877e66811dcc6
CAT|CALICO|BLUE_COLLARED|GRUMM: c71e62e59c5acc215528600891dffe9ad37b000a93cc7888514a3ec72560557c
CAT|CALICO|BROWN_COLLARED|GRUMM: 52ca9e185af97f77763577f22fc7c4b8c1f1f36467a8b7eb909e3adb82a05253
CAT|CALICO|CYAN_COLLARED|GRUMM: ec32dbe7086277f052daf5fa17ceaa723721109ba128d11c97837b586394297a
CAT|CALICO|GRAY_COLLARED|GRUMM: 2ae4639cd410b4be150b6e7a7b93583a8d8245dbf07016062f6e69440bcfc082
CAT|CALICO|GREEN_COLLARED|GRUMM: f229c3a146a253374994e1d83162d78a645a11ea5e0a9cd0865112e4a4ddb1bb
CAT|CALICO|LIGHT_BLUE_COLLARED|GRUMM: 5323145d56fc317f745cb02f512d16f0f85f261ac7793025a2fe88d831387f7a
CAT|CALICO|LIME_COLLARED|GRUMM: bd9c94fa6e3520630e7eca57ac12a4e5fe0abbe8b7626ab5e8992e6c845a6dd
CAT|CALICO|MAGENTA_COLLARED|GRUMM: a7e84fb12e93ca11773d1727caf6a04256facf54460d1013436eb73164ce2fa6
CAT|CALICO|ORANGE_COLLARED|GRUMM: ef6ec53a762dc00785281edcb6e5abf47394931155b7128f955189a705b9fa06
CAT|CALICO|PINK_COLLARED|GRUMM: 17f522b7a3ba76541f92338a7d1fec9484702f188fb31f933224edb6a7e35f33
CAT|CALICO|PURPLE_COLLARED|GRUMM: fd5285bae333f8e3da00cc0bde12a940644a4da5fe1105182fed7a28fe100d81
CAT|CALICO|RED_COLLARED|GRUMM: 63a54738405dbd0c361e105e9911f16c99d717c4d86e8d262dacb799a9b8a074
CAT|CALICO|LIGHT_GRAY_COLLARED|GRUMM: f40e9c7e62b5020533b8e1c6e12b8964257e7c1752854a7405b5bff9ef29698a
CAT|CALICO|WHITE_COLLARED|GRUMM: 8107e765ac9556c1bae6ccbdaa5316460c5b8e828325eca55413e7794859f69d
CAT|CALICO|YELLOW_COLLARED|GRUMM: 1054af804aefd7a055b8d20453b05dbf08d81256bfdbd279b63b106e31fc8f1c

CAT|GINGER|BLACK_COLLARED|GRUMM: b538177dc08e637b7d30d055aafa797e3c47351fb4ebc3167f0c03cbe6a46139
CAT|GINGER|BLUE_COLLARED|GRUMM: b538177dc08e637b7d30d055aafa797e3c47351fb4ebc3167f0c03cbe6a46139
CAT|GINGER|BROWN_COLLARED|GRUMM: a9d43941034b4b1e1680eae829de47b622bc1d32d2e04c30be65ec53d1b76265
CAT|GINGER|CYAN_COLLARED|GRUMM: 2ff7a7a29666ad13d5c1b6e2910709e00f231eeba3f091dfea61d75c2c9fb20b
CAT|GINGER|GRAY_COLLARED|GRUMM: edad8d6ba4fc7589697dd48130f7d4a90def0386c6c2e3b0da301f926f4d8201
CAT|GINGER|GREEN_COLLARED|GRUMM: 975a12cb4daa0dc450d41683bfe3c7fe164076cea85b3b4ecbe934b5d68273c4
CAT|GINGER|LIGHT_BLUE_COLLARED|GRUMM: 69b11114dc7e2235a7c6d3b2e0c00f201f4c0fb3a3c4f48a83c2556ce2f532c0
CAT|GINGER|LIGHT_GRAY_COLLARED|GRUMM: 9ccdaf8c8419c0f09be08a92eca54dedc3b0f081c441f2f044a2b4b172a76910
CAT|GINGER|LIME_COLLARED|GRUMM: 572cde84750732b095d279280d6c80383d3ecf81680e9790f7de9ed81f823297
CAT|GINGER|MAGENTA_COLLARED|GRUMM: 9cd2c52147ac5c378ef8d588e55f214d36b52b054d1dd972fd3a509269695130
CAT|GINGER|ORANGE_COLLARED|GRUMM: 25ab8a53143d36fcf84103e27c7e7a686675b61e3f5b2d91064cae1a2fa6b093
CAT|GINGER|PINK_COLLARED|GRUMM: e88d112b769d7389bc57725329559c1cb4c68642a12fe1a7acf17e31b6e5099e
CAT|GINGER|PURPLE_COLLARED|GRUMM: 706aa39fd3ab35064adf766f7c3bbb22ac610ac2eeef64820b6a9c4332a831df
CAT|GINGER|RED_COLLARED|GRUMM: 7f0cebbc9bdaf2744b3dba2e4dca271a5776d8148f03af704570d481421a1200
CAT|GINGER|WHITE_COLLARED|GRUMM: 488844b325316e586e8b8fe5e5ed2db22d4a63e2c2ab8ad7b6c6f6cad086eab8
CAT|GINGER|YELLOW_COLLARED|GRUMM: 351bd8b3dd9bbdb37fe6448a7f0428d91d0f1b475c9018c4f8d61e44b1d28dff

CAT|JELLIE|BLACK_COLLARED|GRUMM: b86a77e59b269c0613263f31aafc4a09a69e3718c022025aa52a62caf2b0333
CAT|JELLIE|BLUE_COLLARED|GRUMM: 31183766c3d062f7bbc86c12dbdb0473decf485818c195a15ba32560bf65b535
CAT|JELLIE|BROWN_COLLARED|GRUMM: aa778cd0eda65d7c07bb27bf638365c2063548d1fc34e93f6399418958711124
CAT|JELLIE|CYAN_COLLARED|GRUMM: 18e994bf04d0a3b81bd043de2553a8ed06d788c0a2456c892ca2f17a603a72bf
CAT|JELLIE|GRAY_COLLARED|GRUMM: f961936ce042e488f2647a145c594884858acf12fef3bbff393acc66d099c241
CAT|JELLIE|GREEN_COLLARED|GRUMM: 5dec0840687b241c1be181b2ca04bf34c409862477a3c368f0825f18a79decc6
CAT|JELLIE|LIGHT_BLUE_COLLARED|GRUMM: 4e83605c3b70a1fd758671ee168a12e3c8c2f9d9cee09dda753b59b0204e85d0
CAT|JELLIE|LIME_COLLARED|GRUMM: 93e4162c64819a93ebabeb9105ec91aacbcdeacf80b14577acf6447b1a10783d
CAT|JELLIE|MAGENTA_COLLARED|GRUMM: 1276d4b3d6fded3a62f2b116e94a41d351241a0e160d98570acde02abd509e
CAT|JELLIE|ORANGE_COLLARED|GRUMM: 28fa9f9aa577ecc5ef2674024532971b6613b24d3e72478c1a06fdf29c59ee1a
CAT|JELLIE|PINK_COLLARED|GRUMM: 7eef89129dc01d14c51a59018c46a6cd6407f8ea7bea9ff85b29114c4421ec20
CAT|JELLIE|PURPLE_COLLARED|GRUMM: 76f447f459d3e6e7257f4ff784a391ce9a1525514e2ad7692e9f9d836b1833f0
CAT|JELLIE|RED_COLLARED|GRUMM: 28157467b053916d93f923a1f85f5b9c55de70d964acd9569078dcc41dff7a75
CAT|JELLIE|LIGHT_GRAY_COLLARED|GRUMM: 7c7f42905358eb3f622cc4fb6b1d2b3acd1ff1c97c9e9b9b0e445999b2a0d7b2
CAT|JELLIE|WHITE_COLLARED|GRUMM: 5228707b0d2f1e5e87504f978c638213f30123cce49d132f26114622e5f35bf
CAT|JELLIE|YELLOW_COLLARED|GRUMM: f9cd1196d47833bfc1cfbc80b0605a912376ad3589a44b44156b37466e6d3cf5

CAT|PERSIAN|BLACK_COLLARED|GRUMM: 3eada71a011a1c660e30e50284f569eef5f259685176754c83a9b98affe96fe9
CAT|PERSIAN|BLUE_COLLARED|GRUMM: cb251a37b996f69e28ea7aca97a6d83d52127a34d49df8405815306e972310ba
CAT|PERSIAN|BROWN_COLLARED|GRUMM: 6615f7db7b9fdc1484047a58aa2fb7b61eddbfefd535355a02b45b2f350fb8a8
CAT|PERSIAN|CYAN_COLLARED|GRUMM: 1ce1e19ff8d6a39d2e54d138883b4f7f9df6ec902b95df52ee25fdebbaad05f9
CAT|PERSIAN|GRAY_COLLARED|GRUMM: c2fcbab6068ecc63efcb45ea38c2cbc7fdd7cc6ef53dce5535ed139a6155aebe
CAT|PERSIAN|GREEN_COLLARED|GRUMM: 2844ac38556dbf61db053e02003b7fb89d94e6cc25442915c1f95ed00432db65
CAT|PERSIAN|LIGHT_BLUE_COLLARED|GRUMM: e878780b1ea9f66276963fb23972c1add9604d56cfca58e96822fa2297e82b04
CAT|PERSIAN|LIME_COLLARED|GRUMM: 132b8b4a4121da97b513d3ba11c4f129ff38489c8f46b35aee6a49dda0350fdc
CAT|PERSIAN|MAGENTA_COLLARED|GRUMM: 2de45fd3ac1f12fe321d9c86c1c25f8430ae22af9474e4d54901c63d289569db
CAT|PERSIAN|ORANGE_COLLARED|GRUMM: 514f50ea4a97ecde4a53a079d829bf7aa984f19ec64eaf22033c114ca3f2935d
CAT|PERSIAN|PINK_COLLARED|GRUMM: 95c1c6ed3bedaa20d6e9fa378058e428ffdb064abbabf6e8d1255a1ff030a094
CAT|PERSIAN|PURPLE_COLLARED|GRUMM: af851d5f9da77c3eceda5970d9a81ba11d6661448786edc949cd90fd3b6bba9e
CAT|PERSIAN|RED_COLLARED|GRUMM: fb8180218a09bf236e9e2b446072fee670e72a8ec58193d217adae2640904424
CAT|PERSIAN|LIGHT_GRAY_COLLARED|GRUMM: a9c69fbcd518fe47571db0211394721c1b4dcdf91fcd52020ae69ea04b583856
CAT|PERSIAN|WHITE_COLLARED|GRUMM: e6a22781a8209df9d8d5cba9e22af0d0534098065629eba00edc699ed731dd38
CAT|PERSIAN|YELLOW_COLLARED|GRUMM: 991b0b1ee762f90c4c8e03d28368887516b47b1a3f6b755669b983dff8dd274c

CAT|RAGDOLL|BLACK_COLLARED|GRUMM: eec4ebe2a11dd59a9e61363207de232ee9eea681a87da86ab89183cfe03933e7
CAT|RAGDOLL|BLUE_COLLARED|GRUMM: b657b9c4dc429d945bcc6aa59a00e6a3e1b9e1ead2fa3753203bef237d58355e
CAT|RAGDOLL|BROWN_COLLARED|GRUMM: d3294c6a86b117d7ea6a73d52b3dfef6adcd1999e89a4e3637cd5974107f12dd
CAT|RAGDOLL|CYAN_COLLARED|GRUMM: c3af8e4fc89592c39b05edf33f1597ada07602024c0e846a4cf8eb8616b50c31
CAT|RAGDOLL|GRAY_COLLARED|GRUMM: a0772397ff8f6e0ecacbbf1b4aca5677c4ece0d755c9680e4650f6ee8210127c
CAT|RAGDOLL|GREEN_COLLARED|GRUMM: 7afdcf175c6da70820f55753a6b5e4288ec9f6eece4ec578117d772a424befad
CAT|RAGDOLL|LIGHT_BLUE_COLLARED|GRUMM: 73d4fc258cba4950dd556d40d390a8873b8396794e814e05efc716daeb099b6d
CAT|RAGDOLL|LIME_COLLARED|GRUMM: feb4905d07641b4d0b763a9a0f84d518f205240f9c3e3a85b10fbc541e274d42
CAT|RAGDOLL|MAGENTA_COLLARED|GRUMM: e5a965a725e62ed36c0ddf201705679bfb0f2abcd8932c448da69ae20bcd56b9
CAT|RAGDOLL|ORANGE_COLLARED|GRUMM: 2bdf0b5e82e8d226c3d6cd4cadbc670ea0c90175e9954577abc3d736d19215d1
CAT|RAGDOLL|PINK_COLLARED|GRUMM: d6b76c4bd38beabe45e0cb201e431ac8cb731c3d2ca13d6e118cb88593953720
CAT|RAGDOLL|PURPLE_COLLARED|GRUMM: 2af62fbe35d42d702abf1a99f4145cfb3d12cc521814294843c4df600dae2850
CAT|RAGDOLL|RED_COLLARED|GRUMM: c5111038568669118bd603cb201181e5ce4880cfe0e6f8d84714d509b8a5677e
CAT|RAGDOLL|LIGHT_GRAY_COLLARED|GRUMM: 3848693adf156d01912516fe100e7219e960efa772f30b8c9213ad647b58827f
CAT|RAGDOLL|WHITE_COLLARED|GRUMM: bff3a7ad858a402d44af08b95c441284163fe557b31a05791e2ca0fd4f93c85e
CAT|RAGDOLL|YELLOW_COLLARED|GRUMM: 3be513d9ea957b72de3464e8779230eb120247c1156ec1e9724eab5d5558ed6f

CAT|SIAMESE|BLACK_COLLARED|GRUMM: e72928e5c5ce450b498e147efbbfc1c998a246de1627155023d9d7d39ad3c3bb
CAT|SIAMESE|BLUE_COLLARED|GRUMM: 99b7748730cf6179e3f2eac4d28db62baba9e1b54feb7f1d3e0339aeb399a7b6
CAT|SIAMESE|BROWN_COLLARED|GRUMM: 8eec8b2d165d094416dbc60648c3deaf6208334d49f88b152ac60aa0c083a771
CAT|SIAMESE|CYAN_COLLARED|GRUMM: c0966506ac0e9970a59fb79b60d6f7125c6adfd21541bb50d225d9ebfb451b08
CAT|SIAMESE|GRAY_COLLARED|GRUMM: 76d08ed4c68fc69fa36da3df112904ee07f22d869ccf37c9a83689c55781ad17
CAT|SIAMESE|GREEN_COLLARED|GRUMM: d6b05d018ff99adb9bc5ee87993198c80190f5ae1bf469cd1ade4a12efa8478d
CAT|SIAMESE|LIGHT_BLUE_COLLARED|GRUMM: cf20eb2968aa5c57685557aba15cb99c8af80ed672e97832a6f35f915bb9ca48
CAT|SIAMESE|LIME_COLLARED|GRUMM: 61aaeed29c11c976b124fb353a29a2cd0e543baf448b5df636820d768c859ad3
CAT|SIAMESE|MAGENTA_COLLARED|GRUMM: c44b9e7f960d0e81e28947596cfa12b12c7b002e43de90f4b99d3568388e3d62
CAT|SIAMESE|ORANGE_COLLARED|GRUMM: e72562abc1bbbf9326235dff9543d24515d8b93c1e69353f28b5ca7433587da9
CAT|SIAMESE|PINK_COLLARED|GRUMM: c23a7afd18b3d7a3f95dcde65b5b20c96d4dd380519372cdf6f496cfb5080db7
CAT|SIAMESE|PURPLE_COLLARED|GRUMM: f65b1aef3fc565a1aa937c0f8bf4c23299d3f137f876e1c61d1d35091224e121
CAT|SIAMESE|RED_COLLARED|GRUMM: 67b9063c31c66dff9b1259a4a5b1d1065cdacfbb707a9edb801b8ee9b56fee64
CAT|SIAMESE|LIGHT_GRAY_COLLARED|GRUMM: 8279bc679d4722b035a75a5e04cc66c723980750befa18612b1d583ab3100b78
CAT|SIAMESE|WHITE_COLLARED|GRUMM: 512627357169dc4124120e43e005e23b022e096ce859edc2870151059f0fdde5
CAT|SIAMESE|YELLOW_COLLARED|GRUMM: ba4be5672e9622d9bfb92ab982ee4439d9bab89bf2a0341577f24e5384fa4ae4

CAT|TABBY|BLACK_COLLARED|GRUMM: 3810a71a7b8012a839cafe309d4c61f57e62ae22848e9d9b60026a0b931e10e
CAT|TABBY|BLUE_COLLARED|GRUMM: 1ae83427676a08e63c736b10887749514e6f6671b6cedec79abce06c11640926
CAT|TABBY|BROWN_COLLARED|GRUMM: 7ab7badc27b6779b6b4414bfb0b3846e0c89ff4b32b601d747d02e66d079a2b1
CAT|TABBY|CYAN_COLLARED|GRUMM: 5dbcae31878e69498fdaaeec0b9c83c24422c97fe03e9e056156b22bae3d8fb7
CAT|TABBY|GRAY_COLLARED|GRUMM: f755e4ee4d5e38b8965dc6f1f18614bd9c4605b12e1bfda99ff966421a75a39a
CAT|TABBY|GREEN_COLLARED|GRUMM: 79476e066ba65c0e56bca65f57928c75a434c0072d966b8932a92547fd5969f6
CAT|TABBY|LIGHT_BLUE_COLLARED|GRUMM: ba395831ae2eedc34afbfbb330c8e3be2a217b814948c432eda16720b9814216
CAT|TABBY|LIME_COLLARED|GRUMM: f91fcb3c8a645659957ea6a6bef85f42894ae832a08131829047a814fce03a6
CAT|TABBY|MAGENTA_COLLARED|GRUMM: 1f81aee851dfb3ba23f659401cac50ab0706f2d487d4fddaeb6dbeea5c14b058
CAT|TABBY|ORANGE_COLLARED|GRUMM: 7bba3500d22132b3730b1b10171aeab0362d0f8ca67b8a91313654c2215070b2
CAT|TABBY|PINK_COLLARED|GRUMM: 53fb4eb67173c2f117ef331ce59741267aeec0f61d9b3ef8d4d7d1990cd627c3
CAT|TABBY|PURPLE_COLLARED|GRUMM: bc48a13a81723b5e50142ea785be255280a5feb649b9b5574da79caade34172d
CAT|TABBY|RED_COLLARED|GRUMM: 4fa72d6113d550f7c2ec6069bfae58c80699025133e54deef072fccabb0d7686
CAT|TABBY|LIGHT_GRAY_COLLARED|GRUMM: 6137eab950f93675abdfd45d1c43a9dbd7c4d6fea067222fedaa2cbf760e5d5
CAT|TABBY|WHITE_COLLARED|GRUMM: 75da9428407d81badeba777e918c566c9ee6dcff248419f814c60cea216840f6
CAT|TABBY|YELLOW_COLLARED|GRUMM: fb641bc5e1e3b2e3dab8cfb3f3ca012111e52e1dcc0f1dd1bf51c4127e58af4

CAT|TUXEDO|BLACK_COLLARED|GRUMM: 942300ceff95eaede7e7ddb2d2d378c0b55cb91481c86b4cf4da8c8d55ff6d0b
CAT|TUXEDO|BLUE_COLLARED|GRUMM: 5bba626e2118b0e9a7ca45c89ef62eaefdf673ef643e7052bd17f84b590d2c82
CAT|TUXEDO|BROWN_COLLARED|GRUMM: 9f82477c24d646ab786c3393119326b32d3e2ea098bee5bd7b1671a010cccb32
CAT|TUXEDO|CYAN_COLLARED|GRUMM: de900f50c09c7af08f68c5fd739a5af80397f1139593b830ab9bd1479b5cda6b
CAT|TUXEDO|GRAY_COLLARED|GRUMM: c37aae76271371a31031f1cffdf6403c25a64cc1fee0070b0a4b705e83505bbd
CAT|TUXEDO|GREEN_COLLARED|GRUMM: 13198178929a645922ba5e52031de62d01bcd914379b30fcab9b955148b0596e
CAT|TUXEDO|LIGHT_BLUE_COLLARED|GRUMM: aa2560c475a21c2d00a2cc56b97faacc522e93f8548ae5a6b8d79742497748ab
CAT|TUXEDO|LIME_COLLARED|GRUMM: a4a3b7e13b667bc1c160bf7acf4ae80d31e3d6daaf87758b79cdab02e08d89e
CAT|TUXEDO|MAGENTA_COLLARED|GRUMM: c1b967c09c4944783f0b1e53f29fb16aa2bd1255a7d82af79f738a99ba567286
